start,end,today,note,org,org_other,org_base_reach,org_base_other,state,county,location_label,marketplace,direct,direct_gps,_direct_gps_latitude,_direct_gps_longitude,_direct_gps_altitude,_direct_gps_precision,direct_gps_latitude,direct_gps_longitude,indirect_gps_note,indirect_gps_latitude,indirect_gps_longitude,indirect_gps_check,indirect_gps_precision,indirect_gps_settlement,coordinates,lat,lon,type,size,wholesaler,marketday,marketday_when,marketday_when.dont_know,marketday_when.Monday,marketday_when.Tuesday,marketday_when.Wednesday,marketday_when.Thursday,marketday_when.Friday,marketday_when.Saturday,marketday_when.Sunday,currency,currency.dont_know,currency.SSP,currency.SDG,currency.ETB,currency.UGX,currency.KES,currency.CDF,currency.XAF,transport,transport.dont_know,transport.truck,transport.car,transport.boda,transport.bicycle,transport.tractor,transport.boat,transport.canoe,transport.airplane,transport.donkey,transport.people,transport.other,transport_other,availability_food,availability_food.dont_know,availability_food.none,availability_food.cereals,availability_food.pulses,availability_food.sugar,availability_food.cooking_oil,availability_food.vegetables,availability_food.fruit,availability_food.meat,availability_food.fish,availability_food.milk,availability_food.wild,availability_nfi,availability_nfi.dont_know,availability_nfi.none,availability_nfi.wash,availability_nfi.cooking,availability_nfi.firewood_charcoal,availability_nfi.tools,availability_nfi.seeds,availability_nfi.livestock,availability_nfi.construction,availability_nfi.clothing,availability_nfi.fuel,availability_nfi.medicine,availability_nfi.phone_credit,functionality_wet,score,comments,_id,_uuid,_submission_time,_validation_status,_index,Currently functional,Dot size,supply.dry,supply.dry.1,supply.dry.2,supply.dry.3,supply.wet,supply.wet.1,supply.wet.2,supply.wet.3,size_dry,size_wet
2020-01-14T10:46:48.098+03,2020-01-14T10:54:56.969+03,2020-01-14,,reach,,Ajuong Thok,,Unity,Abiemnhom,Abiemnhom Town,Abiemnhom Town market,no,,,,,,,,,9.39362,28.82092,yes,exact,Rob_GebbaAbiemnhom,"9.39362, 28.82092",9.39362,28.82092,permanent,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,truck car bicycle,0,1,1,0,1,0,0,0,0,0,0,0,,cereals pulses sugar cooking_oil vegetables fruit fish milk wild,0,0,1,1,1,1,1,1,0,1,1,1,wash cooking firewood_charcoal tools seeds livestock construction clothing fuel medicine phone_credit,0,0,1,1,1,1,1,1,1,1,1,1,1,yes,very_sure,,80916665,f2726613-30d2-4bee-b28f-9d05c800866f,2020-01-14T12:06:52,,906,yes,0.75,Juba,Juba,,,Juba,Juba,,,,
2020-01-14T10:55:01.015+03,2020-01-14T10:59:05.444+03,2020-01-14,,reach,,Ajuong Thok,,Unity,Abiemnhom,Kiirthok,Kiirthok market,no,,,,,,,,,9.45339,28.8291,yes,exact,AweragorAbiemnhom,"9.45339, 28.82910",9.45339,28.8291,permanent,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,truck car bicycle,0,1,1,0,1,0,0,0,0,0,0,0,,cereals pulses sugar cooking_oil vegetables milk,0,0,1,1,1,1,1,0,0,0,1,0,wash cooking firewood_charcoal tools seeds livestock,0,0,1,1,1,1,1,1,0,0,0,0,0,yes_reduced,relatively_sure,,80916674,684acaf1-2855-432c-af2a-9b34b3b267ee,2020-01-14T12:06:58,,907,yes,0.75,Abiemnhom,Abiemnhom,,,Abiemnhom,Abiemnhom,,,,
2020-02-06T16:48:09.943+03:00,2020-02-06T17:11:22.833+03:00,2020-02-06,,reach,,Wau,,Warrap,AbyeiRegion,Abyei,Abyei market,no,,,,,,NaN,NaN,,9.5594,28.4374,yes,exact,Nasir & Salam,"9.6043, 28.4365",9.6043,28.4365,permanent,dont_know,dont_know,no,,,,,,,,,,SSP SDG,0,1,1,0,0,0,0,0,truck car,0,1,1,0,0,0,0,0,0,0,0,0,,cereals pulses sugar cooking_oil vegetables,0,0,1,1,1,1,1,0,0,0,0,0,dont_know,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,relatively_sure,,83501284,b01c5e14-6198-4c7c-ae2a-692e1c73055a,2020-02-06T14:09:24,,974,,1,Sudan,Sudan,,,Sudan,Sudan,,,,
2020-02-06T17:17:01.906+03:00,2020-02-06T17:21:20.238+03:00,2020-02-06,,reach,,Wau,,Warrap,AbyeiRegion,Agok,Agok market,no,,,,,,NaN,NaN,,9.3523,28.5813,yes,exact,Anet,"9.3523, 28.5813",9.3523,28.5813,permanent,101_200,dont_know,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,car boda bicycle people,0,0,1,1,1,0,0,0,0,0,1,0,,cereals pulses sugar cooking_oil vegetables fruit meat fish,0,0,1,1,1,1,1,1,1,1,0,0,wash cooking firewood_charcoal tools construction clothing fuel medicine phone_credit,0,0,1,1,1,1,0,0,1,1,1,1,1,yes,relatively_sure,,83503199,ce3fc889-80e4-45c2-a598-5a5a736c56a0,2020-02-06T14:19:15,,972,,2,Sudan,Sudan,,,Sudan,Sudan,,,,
2020-02-06T17:21:30.088+03:00,2020-02-06T17:32:26.691+03:00,2020-02-06,,reach,,Wau,,Warrap,AbyeiRegion,Ameit,Ameit market,no,,,,,,NaN,NaN,,10.5826,28.2191,yes,exact,Al khudur,"9.7133, 28.4670",9.7133,28.467,mobile,above_500,dont_know,dont_know,,,,,,,,,,SSP SDG,0,1,1,0,0,0,0,0,truck car boda tractor,0,1,1,1,0,1,0,0,0,0,0,0,,cereals pulses sugar cooking_oil vegetables meat fish,0,0,1,1,1,1,1,0,1,1,0,0,wash livestock clothing fuel medicine,0,0,1,0,0,0,0,1,0,1,1,1,0,dont_know,relatively_sure,,83504960,718a9dc8-56df-488b-822e-aa2f2f1b6e4a,2020-02-06T14:30:28,,963,,3,Sudan,Sudan,,,Sudan,Sudan,,,,
2020-02-06T17:11:39.686+03:00,2020-02-06T17:16:50.039+03:00,2020-02-06,,reach,,Wau,,Warrap,AbyeiRegion,Anet,Anet market,no,,,,,,NaN,NaN,,9.35,28.5796,yes,exact,Agok,"9.3500, 28.5796",9.35,28.5796,permanent,above_500,yes,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,truck car boda tractor,0,1,1,1,0,1,0,0,0,0,0,0,,cereals pulses sugar cooking_oil vegetables meat fish milk wild,0,0,1,1,1,1,1,0,1,1,1,1,wash cooking firewood_charcoal tools seeds construction clothing fuel medicine phone_credit,0,0,1,1,1,1,1,0,1,1,1,1,1,yes,very_sure,,83502578,144bc8a4-d146-4e17-8004-5ade5e94e7ae,2020-02-06T14:14:48,,973,,3,Sudan,Sudan,,,Sudan,Sudan,,,,
2020-01-10T10:16:38.112+03,2020-01-10T10:38:37.850+03,2020-01-10,,reach,,Akobo,,Jonglei,Akobo,Akobo Town,Akobo main market ,yes,7.79097463608688 33.00508898374651 407.21946532937994 4.0,7.790974636,33.00508898,407.2194653,4,7.790974636,33.00508898,,,,,,,"7.79097463608688, 33.00508898374651",7.790974636,33.00508898,permanent,above_500,yes,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,truck car boat airplane,0,1,1,0,0,0,1,0,1,0,0,0,,cereals pulses sugar cooking_oil vegetables fruit meat fish milk wild,0,0,1,1,1,1,1,1,1,1,1,1,wash firewood_charcoal tools seeds livestock construction clothing fuel medicine,0,0,1,0,1,1,1,1,1,1,1,1,0,yes,very_sure,There is no market day in Akobo main Market ,80573717,16730e17-e655-4220-b05e-3587dd36ceda,2020-01-11T06:46:37,,598,,3,"Ethiopia, Juba ",Ethiopia,Juba,,Ethiopia ,Ethiopia ,,,,
2020-01-10T09:56:05.002+03,2020-01-10T10:08:07.702+03,2020-01-10,,reach,,Akobo,,Jonglei,Akobo,Akobo Town,Duel Gora market ,yes,7.794733947871954 33.007129211402386 403.21166977887117 4.0,7.794733948,33.00712921,403.2116698,4,7.794733948,33.00712921,,,,,,,"7.794733947871954, 33.007129211402386",7.794733948,33.00712921,permanent,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,bicycle people,0,0,0,0,1,0,0,0,0,0,1,0,,sugar cooking_oil vegetables meat fish milk wild,0,0,0,0,1,1,1,0,1,1,1,1,wash firewood_charcoal tools construction,0,0,1,0,1,1,0,0,1,0,0,0,0,yes,very_sure,,80573673,1a997341-5044-4a26-88dd-67bfa93b0f58,2020-01-11T06:46:03,,597,,0.75,Akobo,Akobo,,,Akobo,Akobo,,,,
2020-01-10T10:52:27.259+03,2020-01-10T10:58:32.401+03,2020-01-10,,reach,,Akobo,,Jonglei,Akobo,Akobo Town,Markath market,yes,7.787479670678849 33.005014440157595 395.99356415586624 4.0,7.787479671,33.00501444,395.9935642,4,7.787479671,33.00501444,,,,,,,"7.787479670678849, 33.005014440157595",7.787479671,33.00501444,permanent,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,bicycle people,0,0,0,0,1,0,0,0,0,0,1,0,,pulses sugar cooking_oil vegetables milk,0,0,0,1,1,1,1,0,0,0,1,0,wash firewood_charcoal,0,0,1,0,1,0,0,0,0,0,0,0,0,yes,very_sure,,80573750,ab2f48a5-8225-4d21-8b35-cd6595b500a1,2020-01-11T06:47:15,,601,,0.75,Akobo,Akobo,,,Akobo,Akobo,,,,
2020-01-10T09:34:44.221+03,2020-01-10T09:48:21.680+03,2020-01-10,,reach,,Akobo,,Jonglei,Akobo,Akobo Town,Mission market ,yes,7.798565756232691 33.01057124398432 401.1894051138424 4.0,7.798565756,33.01057124,401.1894051,4,7.798565756,33.01057124,,,,,,,"7.798565756232691, 33.01057124398432",7.798565756,33.01057124,permanent,16_50,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,canoe people,0,0,0,0,0,0,0,1,0,0,1,0,,pulses sugar cooking_oil meat fish milk wild,0,0,0,1,1,1,0,0,1,1,1,1,wash firewood_charcoal construction,0,0,1,0,1,0,0,0,1,0,0,0,0,yes,very_sure,,80573638,550308a0-b565-4875-951d-782868f817c4,2020-01-11T06:45:27,,595,,1.25,Akobo,Akobo,,,Akobo,Akobo,,,,
2020-01-10T11:11:52.178+03,2020-01-10T11:19:56.874+03,2020-01-10,,reach,,Akobo,,Jonglei,Akobo,Akobo Town,Suk chaap market,yes,7.79427300087114 33.001779261153374 398.7322121413128 4.0,7.794273001,33.00177926,398.7322121,4,7.794273001,33.00177926,,,,,,,"7.79427300087114, 33.001779261153374",7.794273001,33.00177926,permanent,16_50,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,people,0,0,0,0,0,0,0,0,0,0,1,0,,sugar cooking_oil vegetables meat fish milk wild,0,0,0,0,1,1,1,0,1,1,1,1,wash firewood_charcoal construction,0,0,1,0,1,0,0,0,1,0,0,0,0,yes,very_sure,,80573787,baac90e1-d947-40f1-85c9-a49a71e5cf3d,2020-01-11T06:48:08,,602,,1.25,Akobo,Akobo,,,Akobo,Akobo,,,,
2020-01-10T12:40:59.609+03,2020-01-10T12:52:14.205+03,2020-01-10,,reach,,Akobo,,Jonglei,Akobo,Buong,Buong market,no,,,,,,,,,8.1746,32.36816,yes,exact,DirorAkobo,"8.17460, 32.36816",8.1746,32.36816,permanent,16_50,no,dont_know,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,people,0,0,0,0,0,0,0,0,0,0,1,0,,cereals sugar cooking_oil vegetables meat fish milk,0,0,1,0,1,1,1,0,1,1,1,0,wash firewood_charcoal construction clothing fuel medicine,0,0,1,0,1,0,0,0,1,1,1,1,0,yes,relatively_sure,,80574148,e9c4cb02-c4cb-4081-bb25-8699280c8f0f,2020-01-11T06:52:11,,612,,1.25,"Yuai, Waat, Juba, Lankien, Akobo",Yuai,Waat,Juba,"Yuai, Waat, Lankien, Akobo",Yuai,Waat,Lankien,,
2020-01-10T12:00:37.681+03,2020-01-10T12:05:36.669+03,2020-01-10,,reach,,Akobo,,Jonglei,Akobo,Dilule,Dilule market,no,,,,,,,,,7.86014,33.00285,yes,exact,BurwilAkobo,"7.86014, 33.00285",7.86014,33.00285,permanent,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,boat canoe people,0,0,0,0,0,0,1,1,0,0,1,0,,sugar cooking_oil vegetables wild,0,0,0,0,1,1,1,0,0,0,0,1,wash,0,0,1,0,0,0,0,0,0,0,0,0,0,yes,very_sure,,80573864,6798e2e5-1c95-4430-9755-26b589a546a0,2020-01-11T06:48:52,,603,,0.75,Akobo,Akobo,,,Akobo Main Market ,Akobo,,,,
2020-01-10T12:52:30.167+03,2020-01-10T12:57:37.752+03,2020-01-10,,reach,,Akobo,,Jonglei,Akobo,Diror,Diror market,no,,,,,,,,,8.11655,32.33146,yes,exact,MankekAkobo,"8.11655, 32.33146",8.11655,32.33146,permanent,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,people,0,0,0,0,0,0,0,0,0,0,1,0,,sugar cooking_oil vegetables meat fish,0,0,0,0,1,1,1,0,1,1,0,0,wash construction clothing medicine,0,0,1,0,0,0,0,0,1,1,0,1,0,yes_reduced,relatively_sure,,80574194,5868328f-99d1-4a6e-8af8-e8f82c3952e9,2020-01-11T06:52:50,,613,,0.75,"Buong, Walagak, Akobo ",Buong,Walagak,Akobo,"Buong, Walagak, Akobo ",Buong,Walagak,Akobo,,
2020-01-10T12:18:20.049+03,2020-01-10T12:23:51.290+03,2020-01-10,,reach,,Akobo,,Jonglei,Akobo,Meer,Meer 1 market ,no,,,,,,,,,7.74849,33.01864,yes,exact,LolthaiyianAkobo,"7.74849, 33.01864",7.74849,33.01864,permanent,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,people,0,0,0,0,0,0,0,0,0,0,1,0,,sugar cooking_oil vegetables,0,0,0,0,1,1,1,0,0,0,0,0,wash,0,0,1,0,0,0,0,0,0,0,0,0,0,yes,very_sure,,80574063,7b99d71b-ad0b-4d3d-acf3-27c6fd1eaccd,2020-01-11T06:50:53,,609,,0.75,Akobo,Akobo,,,Akobo,Akobo,,,,
2020-01-10T12:07:10.283+03,2020-01-10T12:12:46.487+03,2020-01-10,,reach,,Akobo,,Jonglei,Akobo,Nuktak,Dengjock market,no,,,,,,,,,7.92127,32.99399,yes,exact,WechkongAkobo,"7.92127, 32.99399",7.92127,32.99399,permanent,16_50,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,boat canoe,0,0,0,0,0,0,1,1,0,0,0,0,,cereals sugar cooking_oil vegetables meat fish milk,0,0,1,0,1,1,1,0,1,1,1,0,wash construction clothing medicine,0,0,1,0,0,0,0,0,1,1,0,1,0,yes,very_sure,,80573969,fa29eaff-0e07-47db-8c55-9000b75bc184,2020-01-11T06:49:39,,605,,1.25,"Akobo, Ethiopia ",Akobo,Ethiopia,,"Akobo, Ethiopia ",Akobo,Ethiopia,,,
2020-01-10T12:12:56.064+03,2020-01-10T12:18:09.069+03,2020-01-10,,reach,,Akobo,,Jonglei,Akobo,Thokwaath,Gakdong market,no,,,,,,,,,7.89976,33.0019,yes,exact,WechbothAkobo,"7.89976, 33.00190",7.89976,33.0019,permanent,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,boat canoe people,0,0,0,0,0,0,1,1,0,0,1,0,,cereals sugar cooking_oil vegetables meat fish milk wild,0,0,1,0,1,1,1,0,1,1,1,1,construction clothing,0,0,0,0,0,0,0,0,1,1,0,0,0,yes,very_sure,,80574011,cd26bdcd-ce4e-4f65-991f-b6254c46173c,2020-01-11T06:50:18,,607,,0.75,"Akobo, Ethiopia ",Akobo,Ethiopia,,"Akobo, Ethiopia ",Akobo,Ethiopia,,,
2020-01-10T12:25:56.945+03,2020-01-10T12:33:18.506+03,2020-01-10,,reach,,Akobo,,Jonglei,Akobo,Walgak,Walgak market,no,,,,,,,,,7.80641,32.97534,yes,exact,KoatriangAkobo,"7.80641, 32.97534",7.80641,32.97534,permanent,16_50,yes,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,car airplane,0,0,1,0,0,0,0,0,1,0,0,0,,cereals pulses sugar cooking_oil vegetables meat fish milk wild,0,0,1,1,1,1,1,0,1,1,1,1,wash firewood_charcoal livestock construction clothing fuel medicine,0,0,1,0,1,0,0,1,1,1,1,1,0,yes,relatively_sure,,80574109,561fd626-09cf-479d-85fe-a016525ff8a5,2020-01-11T06:51:42,,611,,1.25,"Yuai, Waat, Juba, Lankien, Akobo",Yuai,Waat,Juba,"Yuai, Waat, Juba, Lankien, Akobo",Yuai,Waat,Juba,,
2020-01-10T12:58:54.210+03,2020-01-10T13:08:16.979+03,2020-01-10,,reach,,Akobo,,Jonglei,Akobo,Wechjal,Wechjal market,no,,,,,,,,,8.21771,32.26539,yes,exact,YedidAkobo,"8.21771, 32.26539",8.21771,32.26539,permanent,16_50,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,people,0,0,0,0,0,0,0,0,0,0,1,0,,cooking_oil vegetables fish milk,0,0,0,0,0,1,1,0,0,1,1,0,wash firewood_charcoal construction medicine,0,0,1,0,1,0,0,0,1,0,0,1,0,yes,relatively_sure,,80574232,dd45fe29-dfd8-4ffd-a27f-8ed6593e906a,2020-01-11T06:53:23,,614,,1.25,"Yuai, Waat, Juba, Lankien, Akobo",Yuai,Waat,Juba,"Yuai, Waat, Juba, Lankien, Akobo",Yuai,Waat,Juba,,
2020-01-10T12:39:12.702+03,2020-01-10T12:50:31.673+03,2020-01-10,,reach,,Aweil,,NorthernBahrelGhazal,AweilCentre,Alok,Alokdit market ,no,,,,,,,,,8.43956,27.52941,yes,exact,Mading_TiitAweilCentre,"8.43956, 27.52941",8.43956,27.52941,permanent,16_50,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,truck car boda,0,1,1,1,0,0,0,0,0,0,0,0,,cereals pulses sugar cooking_oil fruit wild,0,0,1,1,1,1,0,1,0,0,0,1,wash cooking firewood_charcoal tools seeds livestock construction clothing fuel medicine phone_credit,0,0,1,1,1,1,1,1,1,1,1,1,1,yes,very_sure,No,80488632,d63dc0f1-c0f7-4e94-9bc2-4822ea77ab01,2020-01-10T09:50:33,,133,,1.25,Aweil,Aweil,,,Aweil,Aweil,,,,
2020-01-10T11:23:14.523+03,2020-01-10T11:44:49.677+03,2020-01-10,,reach,,Aweil,,NorthernBahrelGhazal,AweilCentre,Amantial 1,Amantial 1 market,no,,,,,,,,,8.13509,26.83622,yes,exact,AroyoAweilCentre,"8.13509, 26.83622",8.13509,26.83622,permanent,16_50,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,car boda,0,0,1,1,0,0,0,0,0,0,0,0,,cereals sugar cooking_oil vegetables fruit meat fish wild,0,0,1,0,1,1,1,1,1,1,0,1,wash cooking firewood_charcoal tools seeds livestock fuel medicine phone_credit,0,0,1,1,1,1,1,1,0,0,1,1,1,yes,very_sure,No,80481572,8fcd60c5-44aa-427e-810f-ea646331c955,2020-01-10T08:48:00,,91,,1.25,Aroyo,Aroyo,,,Aroyo,Aroyo,,,,
2020-01-10T12:09:36.837+03,2020-01-10T12:14:23.072+03,2020-01-10,,reach,,Aweil,,NorthernBahrelGhazal,AweilCentre,Apada,Apada market,no,,,,,,,,,8.72549,27.35018,yes,exact,UdhabaAweilCentre,"8.72549, 27.35018",8.72549,27.35018,permanent,51_100,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,car boda bicycle donkey,0,0,1,1,1,0,0,0,0,1,0,0,,cereals pulses sugar cooking_oil vegetables fruit meat fish wild,0,0,1,1,1,1,1,1,1,1,0,1,wash cooking firewood_charcoal seeds livestock construction medicine phone_credit,0,0,1,1,1,0,1,1,1,0,0,1,1,yes,very_sure,No,80484391,386a80a7-4d0f-4092-b7d6-aa343eb79482,2020-01-10T09:14:25,,102,,1.5,Aweil,Aweil,,,Aweil,Aweil,,,,
2020-01-10T11:14:49.198+03,2020-01-10T11:23:05.528+03,2020-01-10,,reach,,Aweil,,NorthernBahrelGhazal,AweilCentre,Aroyo,Aroyo market,no,,,,,,,,,8.68042,26.84999,yes,exact,Aroyo__IAweilCentre,"8.68042, 26.84999",8.68042,26.84999,permanent,51_100,no,yes,Friday,0,0,0,0,0,1,0,0,SSP,0,1,0,0,0,0,0,0,truck car boda,0,1,1,1,0,0,0,0,0,0,0,0,,cereals pulses sugar cooking_oil vegetables fruit meat fish milk wild,0,0,1,1,1,1,1,1,1,1,1,1,wash cooking firewood_charcoal tools seeds livestock construction clothing fuel medicine phone_credit,0,0,1,1,1,1,1,1,1,1,1,1,1,yes,very_sure,No,80481569,988d351c-49ae-48b6-b149-c92e76f6e21a,2020-01-10T08:47:58,,90,,1.5,Aweil,Aweil,,,Aweil,Aweil,,,,
2020-01-10T09:25:00.482+03,2020-01-10T09:38:31.956+03,2020-01-10,,reach,,Aweil,,NorthernBahrelGhazal,AweilCentre,Aweil Town,Aweil Town ,no,,,,,,,,,8.7667,27.4021,yes,exact,Mading_TiitAweilCentre,"8.7667, 27.4021",8.7667,27.4021,permanent,above_500,yes,yes,Monday,0,1,0,0,0,0,0,0,SSP SDG,0,1,1,0,0,0,0,0,truck car airplane,0,1,1,0,0,0,0,0,1,0,0,0,,cereals pulses sugar cooking_oil vegetables fruit meat fish milk,0,0,1,1,1,1,1,1,1,1,1,0,wash cooking tools seeds livestock construction clothing fuel medicine phone_credit,0,0,1,1,0,1,1,1,1,1,1,1,1,yes,very_sure,No,80470691,b5ee8bf6-edb0-4154-8372-973e0b11e3f2,2020-01-10T06:38:33,,27,,3,Aweil,Aweil,,,Aweil,Aweil,,,,
2020-01-10T10:19:59.166+03,2020-01-10T10:27:14.964+03,2020-01-10,,reach,,Aweil,,NorthernBahrelGhazal,AweilCentre,Aweil Town,Ayoung,no,,,,,,,,,8.74707,27.37937,yes,exact,MalouAweilCentre,"8.74707, 27.37937",8.74707,27.37937,permanent,16_50,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,truck boda donkey,0,1,0,1,0,0,0,0,0,1,0,0,,cereals pulses sugar cooking_oil vegetables fruit meat fish,0,0,1,1,1,1,1,1,1,1,0,0,wash cooking tools seeds livestock clothing fuel medicine phone_credit,0,0,1,1,0,1,1,1,0,1,1,1,1,yes,very_sure,,80481529,5d5f65ab-bb2a-4e84-bcd3-765d7d621252,2020-01-10T08:47:45,,81,,1.25,Aweil,Aweil,,,Aweil,Aweil,,,,
2020-01-10T10:39:10.670+03,2020-01-10T10:44:12.646+03,2020-01-10,,reach,,Aweil,,NorthernBahrelGhazal,AweilCentre,Aweil Town,Makazen,no,,,,,,,,,8.7672,27.40243,yes,exact,Hai_MatharAweilCentre,"8.76720, 27.40243",8.7672,27.40243,permanent,16_50,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,truck car boda bicycle donkey,0,1,1,1,1,0,0,0,0,1,0,0,,cereals sugar cooking_oil vegetables meat milk,0,0,1,0,1,1,1,0,1,0,1,0,cooking firewood_charcoal seeds livestock clothing fuel phone_credit,0,0,0,1,1,0,1,1,0,1,1,0,1,yes_reduced,very_sure,No,80481536,4ca2cf18-ba21-4890-8f99-a4158db8d0d3,2020-01-10T08:47:50,,84,,1.25,Aweil,Aweil,,,Aweil,Aweil,,,,
2020-01-10T10:10:56.729+03,2020-01-10T10:19:39.015+03,2020-01-10,,reach,,Aweil,,NorthernBahrelGhazal,AweilCentre,Aweil Town,Malou Aweer,no,,,,,,,,,8.76475,27.38904,yes,exact,AwielicAweilCentre,"8.76475, 27.38904",8.76475,27.38904,permanent,16_50,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,car boda bicycle donkey people,0,0,1,1,1,0,0,0,0,1,1,0,,cereals pulses sugar cooking_oil vegetables meat fish milk,0,0,1,1,1,1,1,0,1,1,1,0,cooking firewood_charcoal seeds livestock clothing fuel medicine,0,0,0,1,1,0,1,1,0,1,1,1,0,yes,relatively_sure,No,80481526,069b02b6-2497-4232-85ae-616a1b93e085,2020-01-10T08:47:44,,80,,1.25,Aweil,Aweil,,,Aweil,Aweil,,,,
2020-01-10T10:31:46.651+03,2020-01-10T10:39:06.102+03,2020-01-10,,reach,,Aweil,,NorthernBahrelGhazal,AweilCentre,Aweil Town,Maper Akot,no,,,,,,,,,8.77124,27.36976,yes,exact,MalouAweilCentre,"8.77124, 27.36976",8.77124,27.36976,permanent,201_500,yes,yes,Thursday,0,0,0,0,1,0,0,0,SSP SDG,0,1,1,0,0,0,0,0,truck car boda airplane donkey,0,1,1,1,0,0,0,0,1,1,0,0,,cereals pulses sugar cooking_oil vegetables fruit meat fish milk,0,0,1,1,1,1,1,1,1,1,1,0,wash cooking tools seeds livestock construction clothing fuel medicine phone_credit,0,0,1,1,0,1,1,1,1,1,1,1,1,yes,very_sure,No,80481535,f24ee2b4-1f5b-4146-8bbd-76f9e8ce78a4,2020-01-10T08:47:49,,83,,2.5,Aweil,Aweil,,,Aweil,Aweil,,,,
2020-01-10T10:27:18.133+03,2020-01-10T10:31:43.365+03,2020-01-10,,reach,,Aweil,,NorthernBahrelGhazal,AweilCentre,Aweil Town,Mathiang,no,,,,,,,,,8.75084,27.37324,yes,exact,Maper_AkotaroAweilCentre,"8.75084, 27.37324",8.75084,27.37324,mobile,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,car boda bicycle donkey people,0,0,1,1,1,0,0,0,0,1,1,0,,cereals cooking_oil vegetables meat fish milk wild,0,0,1,0,0,1,1,0,1,1,1,1,firewood_charcoal tools seeds livestock clothing phone_credit,0,0,0,0,1,1,1,1,0,1,0,0,1,yes_limited,very_sure,No,80481533,504e3cc7-7674-47e7-a20a-920d0b7e97f0,2020-01-10T08:47:47,,82,,0.75,Aweil,Aweil,,,Aweil,Aweil,,,,
2020-01-10T09:38:42.083+03,2020-01-10T09:56:10.773+03,2020-01-10,,reach,,Aweil,,NorthernBahrelGhazal,AweilCentre,Aweil Town,Nibasha,no,,,,,,,,,8.75166,27.40163,yes,exact,KuomAweilCentre,"8.75166, 27.40163",8.75166,27.40163,permanent,16_50,no,yes,Thursday,0,0,0,0,1,0,0,0,SSP,0,1,0,0,0,0,0,0,truck car boda donkey,0,1,1,1,0,0,0,0,0,1,0,0,,cereals pulses sugar cooking_oil vegetables fruit meat fish milk,0,0,1,1,1,1,1,1,1,1,1,0,wash cooking firewood_charcoal seeds construction clothing fuel medicine phone_credit,0,0,1,1,1,0,1,0,1,1,1,1,1,yes,relatively_sure,No,80481512,f349c8f1-da16-483a-9b47-71f285131cde,2020-01-10T08:47:40,,77,,1.25,Aweil,Aweil,,,Aweil,Aweil,,,,
2020-01-10T09:56:24.836+03,2020-01-10T10:02:46.939+03,2020-01-10,,reach,,Aweil,,NorthernBahrelGhazal,AweilCentre,Aweil Town,Suksabi,no,,,,,,,,,8.77343,27.40616,yes,exact,Hai_MatharAweilCentre,"8.77343, 27.40616",8.77343,27.40616,permanent,16_50,no,yes,Wednesday,0,0,0,1,0,0,0,0,SSP,0,1,0,0,0,0,0,0,truck car boda donkey people,0,1,1,1,0,0,0,0,0,1,1,0,,cereals pulses sugar cooking_oil meat fish milk,0,0,1,1,1,1,0,0,1,1,1,0,wash cooking firewood_charcoal seeds livestock clothing fuel,0,0,1,1,1,0,1,1,0,1,1,0,0,yes,relatively_sure,No,80481521,76819082-4363-4d1e-ab3b-791c6b546a82,2020-01-10T08:47:42,,78,,1.25,Aweil,Aweil,,,Aweil,Aweil,,,,
