start,end,today,note,org,org_other,org_base_reach,org_base_other,state,county,location_label,marketplace,direct,direct_gps,_direct_gps_latitude,_direct_gps_longitude,_direct_gps_altitude,_direct_gps_precision,direct_gps_latitude,direct_gps_longitude,indirect_gps_note,indirect_gps_latitude,indirect_gps_longitude,indirect_gps_check,indirect_gps_precision,indirect_gps_settlement,coordinates,lat,lon,type,size,wholesaler,marketday,marketday_when,marketday_when.dont_know,marketday_when.Monday,marketday_when.Tuesday,marketday_when.Wednesday,marketday_when.Thursday,marketday_when.Friday,marketday_when.Saturday,marketday_when.Sunday,currency,currency.dont_know,currency.SSP,currency.SDG,currency.ETB,currency.UGX,currency.KES,currency.CDF,currency.XAF,transport,transport.dont_know,transport.truck,transport.car,transport.boda,transport.bicycle,transport.tractor,transport.boat,transport.canoe,transport.airplane,transport.donkey,transport.people,transport.other,transport_other,availability_food,availability_food.dont_know,availability_food.none,availability_food.cereals,availability_food.pulses,availability_food.sugar,availability_food.cooking_oil,availability_food.vegetables,availability_food.fruit,availability_food.meat,availability_food.fish,availability_food.milk,availability_food.wild,availability_nfi,availability_nfi.dont_know,availability_nfi.none,availability_nfi.wash,availability_nfi.cooking,availability_nfi.firewood_charcoal,availability_nfi.tools,availability_nfi.seeds,availability_nfi.livestock,availability_nfi.construction,availability_nfi.clothing,availability_nfi.fuel,availability_nfi.medicine,availability_nfi.phone_credit,functionality_wet,score,comments,_id,_uuid,_submission_time,_validation_status,_index,Currently functional,Dot size,supply.dry,supply.dry.1,supply.dry.2,supply.dry.3,supply.wet,supply.wet.1,supply.wet.2,supply.wet.3,size_dry,size_wet
2020-01-14T10:35:05.177+03,2020-01-14T10:46:02.771+03,2020-01-14,,reach,,Aweil,,NorthernBahrelGhazal,AweilSouth,Makuach Amiir,Makuach Amiir market,no,,,,,,,,,8.6685,27.9867,yes,exact,DongAweilSouth,"8.6685, 27.9867",8.6685,27.9867,mobile,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,boda bicycle donkey people,0,0,0,1,1,0,0,0,0,1,1,0,,cereals pulses sugar cooking_oil fish wild,0,0,1,1,1,1,0,0,0,1,0,1,wash firewood_charcoal livestock construction medicine phone_credit,0,0,1,0,1,0,0,1,1,0,0,1,1,yes_reduced,relatively_sure,No,80886892,34b08a3e-832f-417a-90f5-d1d6525e7937,2020-01-14T08:45:49,,22,,0.75,Panthou,Panthou,,,Panthou,Panthou,,,,
2020-01-13T09:53:02.255+03,2020-01-13T09:58:14.573+03,2020-01-13,,reach,,Aweil,,NorthernBahrelGhazal,AweilSouth,Malek Alel,Malek Alel  market,no,,,,,,,,,8.583,27.5966,yes,exact,RiangmawelAweilSouth,"8.5830, 27.5966",8.583,27.5966,permanent,101_200,yes,yes,Wednesday,0,0,0,1,0,0,0,0,SSP,0,1,0,0,0,0,0,0,truck car boda bicycle,0,1,1,1,1,0,0,0,0,0,0,0,,cereals pulses sugar cooking_oil vegetables fruit meat fish milk,0,0,1,1,1,1,1,1,1,1,1,0,wash cooking firewood_charcoal tools seeds livestock construction clothing fuel medicine phone_credit,0,0,1,1,1,1,1,1,1,1,1,1,1,yes,very_sure,No,80748459,9d926e4b-87ff-48ed-bfee-ad30e7a4b068,2020-01-13T06:58:17,,649,,2,Panthou,Panthou,,,Panthou,Panthou,,,,
2020-01-13T12:05:34.404+03,2020-01-13T12:12:31.559+03,2020-01-13,,reach,,Aweil,,NorthernBahrelGhazal,AweilSouth,Managar Jier,Managar Jier market,no,,,,,,,,,8.7461,27.8184,yes,exact,Pan_LaacAweilSouth,"8.7461, 27.8184",8.7461,27.8184,mobile,16_50,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,car boda bicycle,0,0,1,1,1,0,0,0,0,0,0,0,,cereals sugar cooking_oil fish wild,0,0,1,0,1,1,0,0,0,1,0,1,wash cooking firewood_charcoal seeds livestock construction fuel medicine phone_credit,0,0,1,1,1,0,1,1,1,0,1,1,1,yes_reduced,very_sure,No,80868520,ccb05012-1372-47b6-b905-7852f1000e14,2020-01-14T05:52:58,,839,,1.25,Panthou,Panthou,,,Panthou,Panthou,,,,
2020-01-13T12:21:14.576+03,2020-01-13T12:31:46.186+03,2020-01-13,,reach,,Aweil,,NorthernBahrelGhazal,AweilSouth,Mangar,Mangar Lual market,no,,,,,,,,,8.7478,27.6604,yes,exact,AngethAweilSouth,"8.7478, 27.6604",8.7478,27.6604,permanent,51_100,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,truck car boda,0,1,1,1,0,0,0,0,0,0,0,0,,cereals pulses sugar cooking_oil meat fish wild,0,0,1,1,1,1,0,0,1,1,0,1,wash cooking firewood_charcoal livestock construction clothing fuel medicine phone_credit,0,0,1,1,1,0,0,1,1,1,1,1,1,yes,relatively_sure,No,80868540,47decce1-b134-4dc2-a563-7fdb7abd3dcc,2020-01-14T05:53:04,,841,,1.5,Panthou,Panthou,,,Panthou,Panthou,,,,
2020-01-13T09:58:30.583+03,2020-01-13T10:12:17.518+03,2020-01-13,,reach,,Aweil,,NorthernBahrelGhazal,AweilSouth,Mayom Lac,Mayom Lac market,no,,,,,,,,,8.7151,27.6358,yes,exact,Riang_AkerAweilSouth,"8.7151, 27.6358",8.7151,27.6358,permanent,16_50,no,yes,Thursday,0,0,0,0,1,0,0,0,SSP,0,1,0,0,0,0,0,0,car boda bicycle,0,0,1,1,1,0,0,0,0,0,0,0,,cereals pulses cooking_oil vegetables fruit meat fish wild,0,0,1,1,0,1,1,1,1,1,0,1,wash cooking firewood_charcoal tools seeds livestock construction clothing fuel medicine phone_credit,0,0,1,1,1,1,1,1,1,1,1,1,1,yes,relatively_sure,No,80750193,aa46e581-1f18-4f92-a010-351bcb567480,2020-01-13T07:12:20,,653,,1.25,Panthou,Panthou,,,Panthou,Panthou,,,20,
2020-01-13T11:59:13.371+03,2020-01-13T12:05:31.075+03,2020-01-13,,reach,,Aweil,,NorthernBahrelGhazal,AweilSouth,Nyieth,Nyieth market,no,,,,,,,,,8.7951,27.8179,yes,exact,MaluatAweilSouth,"8.7951, 27.8179",8.7951,27.8179,mobile,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,boda bicycle,0,0,0,1,1,0,0,0,0,0,0,0,,cereals sugar cooking_oil fruit fish wild,0,0,1,0,1,1,0,1,0,1,0,1,wash firewood_charcoal construction clothing medicine phone_credit,0,0,1,0,1,0,0,0,1,1,0,1,1,yes_reduced,relatively_sure,No,80868516,5140fac8-588f-42d6-928e-42b2898f4f03,2020-01-14T05:52:56,,838,,0.75,Panthou,Panthou,,,Panthou,Panthou,,,,
2020-01-13T10:32:00.855+03,2020-01-13T11:29:12.425+03,2020-01-13,,reach,,Aweil,,NorthernBahrelGhazal,AweilSouth,Panthou,Panthou market,no,,,,,,,,,8.7111,27.75,yes,exact,Mayom_LacAweilSouth,"8.7111, 27.7500",8.7111,27.75,permanent,51_100,no,yes,Saturday,0,0,0,0,0,0,1,0,SSP,0,1,0,0,0,0,0,0,truck car boda,0,1,1,1,0,0,0,0,0,0,0,0,,cereals pulses sugar cooking_oil meat fish wild,0,0,1,1,1,1,0,0,1,1,0,1,wash cooking firewood_charcoal tools seeds construction clothing medicine phone_credit,0,0,1,1,1,1,1,0,1,1,0,1,1,yes,relatively_sure,,80868483,7c0a91df-9336-42e3-a206-ccae3f740579,2020-01-14T05:52:46,,25,,1.5,Aweil,Aweil,,,Aweil,Aweil,,,,
2020-01-13T10:12:24.454+03,2020-01-13T10:25:06.513+03,2020-01-13,,reach,,Aweil,,NorthernBahrelGhazal,AweilSouth,Riang Akeer,Rising Akeer market,no,,,,,,,,,8.6947,27.7189,yes,exact,MajakAweilSouth,"8.6947, 27.7189",8.6947,27.7189,mobile,1_15,no,yes,Saturday,0,0,0,0,0,0,1,0,SSP,0,1,0,0,0,0,0,0,boda bicycle donkey,0,0,0,1,1,0,0,0,0,1,0,0,,cereals sugar cooking_oil vegetables fish milk wild,0,0,1,0,1,1,1,0,0,1,1,1,wash firewood_charcoal tools seeds livestock construction fuel medicine phone_credit,0,0,1,0,1,1,1,1,1,0,1,1,1,yes_reduced,very_sure,No,80751867,0b824946-ec15-47e6-90ce-c0c3e73b5d0f,2020-01-13T07:25:09,,658,,0.75,Tiaraliet,Tiaraliet,,,Tiaraliet,Tiaraliet,,,,
2020-01-13T12:36:27.066+03,2020-01-13T12:46:48.081+03,2020-01-13,,reach,,Aweil,,NorthernBahrelGhazal,AweilSouth,Tarweng,Tarweng market,no,,,,,,,,,8.6273,27.8106,yes,exact,ManyangAweilSouth,"8.6273, 27.8106",8.6273,27.8106,mobile,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,car boda bicycle,0,0,1,1,1,0,0,0,0,0,0,0,,cereals pulses sugar cooking_oil fish wild,0,0,1,1,1,1,0,0,0,1,0,1,wash firewood_charcoal seeds livestock construction clothing medicine phone_credit,0,0,1,0,1,0,1,1,1,1,0,1,1,yes,very_sure,No,80868562,d454942a-6a98-4549-a8ab-368fbf3c48b1,2020-01-14T05:53:11,,843,,0.75,Tiaraliet,Tiaraliet,,,Tiaraliet,Tiaraliet,,,,
2020-01-13T11:43:50.231+03,2020-01-13T11:50:36.281+03,2020-01-13,,reach,,Aweil,,NorthernBahrelGhazal,AweilSouth,Tiaraliat,Tiaraliat market,no,,,,,,,,,8.7782,27.8834,yes,exact,AweelAweilSouth,"8.7782, 27.8834",8.7782,27.8834,permanent,51_100,no,yes,Wednesday,0,0,0,1,0,0,0,0,SSP,0,1,0,0,0,0,0,0,truck car boda bicycle,0,1,1,1,1,0,0,0,0,0,0,0,,cereals sugar cooking_oil vegetables fish milk wild,0,0,1,0,1,1,1,0,0,1,1,1,wash cooking livestock construction clothing fuel medicine phone_credit,0,0,1,1,0,0,0,1,1,1,1,1,1,yes,relatively_sure,No,80868496,5523b0d0-009a-42f5-aa92-fb891680ee2c,2020-01-14T05:52:50,,836,,1.5,Aweil,Aweil,,,Aweil,Aweil,,,,
2020-01-13T11:29:16.438+03,2020-01-13T11:35:57.806+03,2020-01-13,,reach,,Aweil,,NorthernBahrelGhazal,AweilSouth,Wathmuok,Wathmuok market,no,,,,,,,,,8.6946,27.6732,yes,exact,Matem_AchierAweilSouth,"8.6946, 27.6732",8.6946,27.6732,permanent,51_100,no,yes,Friday,0,0,0,0,0,1,0,0,SSP,0,1,0,0,0,0,0,0,truck car boda,0,1,1,1,0,0,0,0,0,0,0,0,,cereals pulses sugar cooking_oil vegetables fruit meat fish milk wild,0,0,1,1,1,1,1,1,1,1,1,1,wash cooking tools seeds livestock construction clothing fuel medicine phone_credit,0,0,1,1,0,1,1,1,1,1,1,1,1,yes,very_sure,No,80868487,fd7adfef-338e-42b7-85cb-1a9468e636bd,2020-01-14T05:52:48,,24,,1.5,Aweil,Aweil,,,Aweil,Aweil,,,,
2020-01-14T09:33:40.341+03:00,2020-01-14T09:40:12.747+03:00,2020-01-14,,reach,,Aweil,,NorthernBahrelGhazal,AweilWest,Aguat,Aguat market,no,,,,,,,,,9.0737,27.0917,yes,exact,YarditAweilWest,"9.0737, 27.0917",9.0737,27.0917,mobile,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,boda bicycle,0,0,0,1,1,0,0,0,0,0,0,0,,cereals pulses sugar cooking_oil fish wild,0,0,1,1,1,1,0,0,0,1,0,1,seeds construction,0,0,0,0,0,0,1,0,1,0,0,0,0,yes_reduced,very_sure,,80874102,2427402a-ebfb-4022-95e6-ec712412fb0a,2020-01-14T06:41:39,,880,,0.75,Nyamlel,Nyamlel,,,Nyamlel,Nyamlel,,,,
2020-01-14T10:36:07.888+03:00,2020-01-14T10:44:12.870+03:00,2020-01-14,,reach,,Aweil,,NorthernBahrelGhazal,AweilWest,Akekrot,Akekrot market,no,,,,,,,,,9.1189,26.7604,yes,exact,GuukicAweilWest,"9.1189, 26.7604",9.1189,26.7604,mobile,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,bicycle boda,0,0,0,1,1,0,0,0,0,0,0,0,,cereals fish,0,0,1,0,0,0,0,0,0,1,0,0,firewood_charcoal construction,0,0,0,0,1,0,0,0,1,0,0,0,0,yes_limited,very_sure,,80886808,646fb898-8770-4a62-897c-65742e0bcb7b,2020-01-14T08:45:35,,12,,0.75,Nyamlel,Nyamlel,,,Nyamlel,Nyamlel,,,,
2020-01-14T11:26:56.496+03:00,2020-01-14T11:32:17.635+03:00,2020-01-14,,reach,,Aweil,,NorthernBahrelGhazal,AweilWest,Akuak Ngap,Akuak Ngap market,no,,,,,,,,,9.1221,26.973,yes,exact,Nyamlel_ThiiAweilWest,"9.1221, 26.9730",9.1221,26.973,mobile,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,bicycle boda people,0,0,0,1,1,0,0,0,0,0,1,0,,cereals pulses wild,0,0,1,1,0,0,0,0,0,0,0,1,wash seeds construction,0,0,1,0,0,0,1,0,1,0,0,0,0,yes_limited,very_sure,,80886873,cc2e8518-33f7-4d4d-a19e-816b6bb64ff5,2020-01-14T08:45:45,,20,,0.75,Nyamlel,Nyamlel,,,Nyamlel,Nyamlel,,,,
2020-01-13T12:38:58.277+03:00,2020-01-13T12:46:37.163+03:00,2020-01-13,,reach,,Aweil,,NorthernBahrelGhazal,AweilWest,Akuak Rak,Akuak Rak market,no,,,,,,,,,8.9477,27.3993,yes,exact,GallAweilWest,"8.9477, 27.3993",8.9477,27.3993,mobile,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,boda bicycle,0,0,0,1,1,0,0,0,0,0,0,0,,cereals pulses sugar cooking_oil fish,0,0,1,1,1,1,0,0,0,1,0,0,seeds construction,0,0,0,0,0,0,1,0,1,0,0,0,0,yes_limited,very_sure,,80874072,3808b248-78f4-4b6e-9252-fd913bf5ec57,2020-01-14T06:41:31,,877,,0.75,Nyamlel,Nyamlel,,,Nyamlel,Nyamlel,,,,
2020-01-14T10:44:34.675+03:00,2020-01-14T10:56:14.234+03:00,2020-01-14,,reach,,Aweil,,NorthernBahrelGhazal,AweilWest,Aluel Achot,Aluel Achot market,no,,,,,,,,,9.0322,27.0285,yes,exact,AyenAweilWest,"9.0322, 27.0285",9.0322,27.0285,mobile,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,bicycle boda,0,0,0,1,1,0,0,0,0,0,0,0,,cereals pulses,0,0,1,1,0,0,0,0,0,0,0,0,construction,0,0,0,0,0,0,0,0,1,0,0,0,0,yes_limited,very_sure,,80886820,f02affac-9dfe-41eb-bef0-6314a1cdc1a0,2020-01-14T08:45:36,,15,,0.75,Nyamlel,Nyamlel,,,Nyamlel,Nyamlel,,,,
2020-01-13T12:27:16.836+03:00,2020-01-13T12:33:14.665+03:00,2020-01-13,,reach,,Aweil,,NorthernBahrelGhazal,AweilWest,Amarnyang,Amarnyang market,no,,,,,,,,,9.1203,27.1436,yes,exact,AthouAweilWest,"9.1203, 27.1436",9.1203,27.1436,mobile,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,boda bicycle donkey,0,0,0,1,1,0,0,0,0,1,0,0,,cereals pulses sugar cooking_oil fish milk,0,0,1,1,1,1,0,0,0,1,1,0,firewood_charcoal seeds livestock construction,0,0,0,0,1,0,1,1,1,0,0,0,0,yes,very_sure,,80874052,d9a92f8c-5d06-41e9-a342-5f33c8d34dcf,2020-01-14T06:41:26,,875,,0.75,Marial Baai,Marial Baai,,,Marial Baai,Marial Baai,,,,
2020-01-13T12:33:18.312+03:00,2020-01-13T12:38:55.195+03:00,2020-01-13,,reach,,Aweil,,NorthernBahrelGhazal,AweilWest,Amothyic,Amothic market,no,,,,,,,,,9.1266,27.0033,yes,exact,Aluel_AchotAweilWest,"9.1266, 27.0033",9.1266,27.0033,mobile,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,boda bicycle,0,0,0,1,1,0,0,0,0,0,0,0,,cereals pulses sugar cooking_oil fish wild,0,0,1,1,1,1,0,0,0,1,0,1,firewood_charcoal seeds construction,0,0,0,0,1,0,1,0,1,0,0,0,0,yes_reduced,very_sure,,80874060,4a864569-1a31-4612-9fb9-2a6c564c4d5a,2020-01-14T06:41:29,,876,,0.75,Nyamlel,Nyamlel,,,Nyamlel,Nyamlel,,,,
2020-01-14T11:23:40.927+03:00,2020-01-14T11:26:49.214+03:00,2020-01-14,,reach,,Aweil,,NorthernBahrelGhazal,AweilWest,Angol,Angol market,no,,,,,,,,,9.1603,27.0057,yes,exact,LangicAweilWest,"9.1603, 27.0057",9.1603,27.0057,mobile,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,bicycle people,0,0,0,0,1,0,0,0,0,0,1,0,,cereals,0,0,1,0,0,0,0,0,0,0,0,0,construction firewood_charcoal,0,0,0,0,1,0,0,0,1,0,0,0,0,yes_reduced,relatively_sure,,80886862,ea66ea80-e2b0-4c15-a76e-a8b00c0e0065,2020-01-14T08:45:43,,19,,0.75,Nyamlel,Nyamlel,,,Nyamlel,Nyamlel,,,,
2020-01-13T12:15:48.853+03:00,2020-01-13T12:27:14.018+03:00,2020-01-13,,reach,,Aweil,,NorthernBahrelGhazal,AweilWest,Angol Leek,Angol Leek market,no,,,,,,,,,9.0822,26.6714,yes,exact,Aker_KuelAweilWest,"9.0822, 26.6714",9.0822,26.6714,mobile,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,boda bicycle,0,0,0,1,1,0,0,0,0,0,0,0,,cereals pulses sugar cooking_oil fish,0,0,1,1,1,1,0,0,0,1,0,0,firewood_charcoal seeds construction,0,0,0,0,1,0,1,0,1,0,0,0,0,yes_reduced,very_sure,,80874048,2e91aa63-20f5-45b3-aa10-f8bcaf5759a2,2020-01-14T06:41:24,,874,,0.75,Nyamlel,Nyamlel,,,Nyamlel,Nyamlel,,,,
2020-01-13T12:46:39.975+03:00,2020-01-13T12:51:12.026+03:00,2020-01-13,,reach,,Aweil,,NorthernBahrelGhazal,AweilWest,Anyopjang,Anyopjang market,no,,,,,,,,,9.0304,26.8855,yes,exact,NyirietAweilWest,"9.0304, 26.8855",9.0304,26.8855,mobile,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,boda bicycle,0,0,0,1,1,0,0,0,0,0,0,0,,cereals pulses sugar cooking_oil fish wild,0,0,1,1,1,1,0,0,0,1,0,1,firewood_charcoal seeds livestock construction,0,0,0,0,1,0,1,1,1,0,0,0,0,yes_reduced,very_sure,,80874082,18e50c57-d8c7-42bf-94ba-247b9632454c,2020-01-14T06:41:33,,878,,0.75,Nyamlel,Nyamlel,,,Nyamlel,Nyamlel,,,,
2020-01-13T12:51:15.866+03:00,2020-01-13T12:53:27.925+03:00,2020-01-13,,reach,,Aweil,,NorthernBahrelGhazal,AweilWest,Athou,Athou market,no,,,,,,,,,9.0998,27.1556,yes,exact,AmthyangAweilWest,"9.0998, 27.1556",9.0998,27.1556,mobile,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,boda bicycle,0,0,0,1,1,0,0,0,0,0,0,0,,cereals pulses sugar cooking_oil fish,0,0,1,1,1,1,0,0,0,1,0,0,firewood_charcoal seeds livestock construction,0,0,0,0,1,0,1,1,1,0,0,0,0,yes,very_sure,,80874094,c287819c-35d7-4269-928a-acb57ba4e87b,2020-01-14T06:41:36,,879,,0.75,Nyamlel,Nyamlel,,,Nyamlel,Nyamlel,,,,
2020-01-13T12:04:03.500+03:00,2020-01-13T12:10:26.046+03:00,2020-01-13,,reach,,Aweil,,NorthernBahrelGhazal,AweilWest,Chol Kou,Chol Kou market,no,,,,,,,,,8.9531,26.8528,yes,exact,AmudhoAweilWest,"8.9531, 26.8528",8.9531,26.8528,permanent,16_50,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,car boda bicycle tractor people,0,0,1,1,1,1,0,0,0,0,1,0,,cereals pulses sugar cooking_oil vegetables fruit meat fish milk wild,0,0,1,1,1,1,1,1,1,1,1,1,wash cooking firewood_charcoal seeds livestock construction fuel medicine,0,0,1,1,1,0,1,1,1,0,1,1,0,yes,very_sure,,80874034,4c17a5db-daa9-4523-9580-b7bd1ad8c8a3,2020-01-14T06:41:19,,872,,1.25,"Nyamlel, Marial Baai",Nyamlel,Marial Baai,,"Nyamlel, Marial Baai",Nyamlel,,,,
2020-01-14T10:53:27.310+03:00,2020-01-14T11:08:08.032+03:00,2020-01-14,,reach,,Aweil,,NorthernBahrelGhazal,AweilWest,Deliebi,Deliebi market,no,,,,,,,,,8.7847,26.2117,yes,exact,Dahal_OfirAweilWest,"8.7847, 26.2117",8.7847,26.2117,permanent,16_50,no,yes,Wednesday,0,0,0,1,0,0,0,0,SSP,0,1,0,0,0,0,0,0,car boda bicycle,0,0,1,1,1,0,0,0,0,0,0,0,,cereals pulses sugar cooking_oil fish milk wild meat,0,0,1,1,1,1,0,0,1,1,1,1,wash firewood_charcoal tools seeds livestock construction clothing medicine,0,0,1,0,1,1,1,1,1,1,0,1,0,yes,very_sure,,81033421,dd4beeda-7fe1-4de4-bcc9-a96931214885,2020-01-15T10:01:24,,32,,1.25,Nyamlel,Nyamlel,,,Nyamlel,Nyamlel,,,,
2020-01-14T10:56:19.906+03:00,2020-01-14T11:09:40.357+03:00,2020-01-14,,reach,,Aweil,,NorthernBahrelGhazal,AweilWest,Jorbioch,Jorbioch market,no,,,,,,,,,8.9725,26.3907,yes,exact,Majook_Deng_DitAweilWest,"8.9725, 26.3907",8.9725,26.3907,permanent,16_50,no,yes,Tuesday,0,0,1,0,0,0,0,0,SSP,0,1,0,0,0,0,0,0,boda bicycle people,0,0,0,1,1,0,0,0,0,0,1,0,,cereals pulses fish milk wild,0,0,1,1,0,0,0,0,0,1,1,1,wash clothing construction seeds livestock,0,0,1,0,0,0,1,1,1,1,0,0,0,yes_reduced,relatively_sure,,80886828,06bbb5c0-4fed-4ed8-b821-23c423aae29e,2020-01-14T08:45:38,,16,,1.25,Marial Baai,Marial Baai,,,Marial Baai,Marial Baai,,,,
2020-01-13T11:56:42.538+03:00,2020-01-13T12:03:52.858+03:00,2020-01-13,,reach,,Aweil,,NorthernBahrelGhazal,AweilWest,Majook Dengdit,Majook Dengdit market,no,,,,,,,,,8.9872,26.4398,yes,exact,NiniboliAweilWest,"8.9872, 26.4398",8.9872,26.4398,permanent,51_100,yes,yes,Thursday,0,0,0,0,1,0,0,0,SSP,0,1,0,0,0,0,0,0,car boda bicycle people donkey,0,0,1,1,1,0,0,0,0,1,1,0,,cereals pulses sugar cooking_oil vegetables fruit meat fish milk wild,0,0,1,1,1,1,1,1,1,1,1,1,wash cooking firewood_charcoal tools seeds livestock construction clothing fuel medicine,0,0,1,1,1,1,1,1,1,1,1,1,0,yes,very_sure,No,80874029,0099b8ec-a968-41e7-81a4-888db3daf0fe,2020-01-14T06:41:16,,871,,1.5,Marial Baai,Marial Baai,,,Marial Baai,Marial Baai,,,,
2020-01-14T09:47:48.614+03:00,2020-01-14T10:29:19.952+03:00,2020-01-14,,reach,,Aweil,,NorthernBahrelGhazal,AweilWest,Maker Ajuet,Maker market,no,,,,,,,,,8.9087,27.3332,yes,exact,Liil_2AweilWest,"8.9087, 27.3332",8.9087,27.3332,mobile,16_50,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,boda bicycle donkey people,0,0,0,1,1,0,0,0,0,1,1,0,,pulses sugar cooking_oil fish milk wild,0,0,0,1,1,1,0,0,0,1,1,1,tools seeds livestock construction,0,0,0,0,0,1,1,1,1,0,0,0,0,yes_limited,very_sure,,81033409,d7bf046b-dbd8-450f-aaee-d6f963090368,2020-01-15T10:01:19,,29,,1.25,Aweil,Aweil,,,Aweil,Aweil,,,,
2020-01-14T11:09:45.199+03:00,2020-01-14T11:14:06.763+03:00,2020-01-14,,reach,,Aweil,,NorthernBahrelGhazal,AweilWest,Maker Amuk,Maker market,no,,,,,,,,,8.8735,27.28,yes,exact,Ben_BenAweilWest,"8.8735, 27.2800",8.8735,27.28,mobile,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,bicycle people,0,0,0,0,1,0,0,0,0,0,1,0,,fish cereals,0,0,1,0,0,0,0,0,0,1,0,0,construction livestock,0,0,0,0,0,0,0,1,1,0,0,0,0,yes_limited,very_sure,,80886834,7bdde724-3d15-41f5-b6a8-4885dabe2a1a,2020-01-14T08:45:39,,17,,0.75,Aweil,Aweil,,,Aweil,Aweil,,,,
2020-01-14T10:46:05.627+03:00,2020-01-14T10:52:23.390+03:00,2020-01-14,,reach,,Aweil,,NorthernBahrelGhazal,AweilWest,Makuach Amodho,Amodho market,no,,,,,,,,,9.9599,26.8541,yes,exact,Chel_kouAweilWest,"9.9599, 26.8541",9.9599,26.8541,permanent,16_50,no,yes,Thursday,0,0,0,0,1,0,0,0,SSP,0,1,0,0,0,0,0,0,car boda bicycle,0,0,1,1,1,0,0,0,0,0,0,0,,cereals pulses sugar cooking_oil fish wild,0,0,1,1,1,1,0,0,0,1,0,1,firewood_charcoal tools seeds construction clothing medicine,0,0,0,0,1,1,1,0,1,1,0,1,0,yes,very_sure,,81033419,10f16fcf-5965-48a6-af93-461d7c468f56,2020-01-15T10:01:22,,31,,1.25,"Nyamlel, Aweil",Nyamlel,Aweil,,"Nyamlel, Aweil",Nyamlel,,,,
2020-01-14T11:22:32.351+03:00,2020-01-14T11:26:41.965+03:00,2020-01-14,,reach,,Aweil,,NorthernBahrelGhazal,AweilWest,Makuei Rap,Makuei market,no,,,,,,,,,9.0848,26.6109,yes,exact,Akueng_relAweilWest,"9.0848, 26.6109",9.0848,26.6109,mobile,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,boda bicycle,0,0,0,1,1,0,0,0,0,0,0,0,,cereals pulses sugar cooking_oil vegetables fruit fish wild,0,0,1,1,1,1,1,1,0,1,0,1,firewood_charcoal tools seeds livestock construction,0,0,0,0,1,1,1,1,1,0,0,0,0,yes_limited,very_sure,,81033434,d2236932-e0fd-4aae-9877-8e7917045921,2020-01-15T10:01:28,,28,,0.75,Marial Baai,Marial Baai,,,Marial Baai,Marial Baai,,,,
2020-01-14T10:29:23.220+03:00,2020-01-14T10:46:02.432+03:00,2020-01-14,,reach,,Aweil,,NorthernBahrelGhazal,AweilWest,Maluil Akong,Akong market,no,,,,,,,,,8.8149,27.3085,yes,exact,Maker_AmukAweilWest,"8.8149, 27.3085",8.8149,27.3085,mobile,1_15,no,no,,,,,,,,,,SSP,0,1,0,0,0,0,0,0,boda bicycle,0,0,0,1,1,0,0,0,0,0,0,0,,cereals pulses sugar cooking_oil fish wild,0,0,1,1,1,1,0,0,0,1,0,1,firewood_charcoal tools seeds livestock construction,0,0,0,0,1,1,1,1,1,0,0,0,0,yes,very_sure,,81033414,5ef8cdd3-7e6b-4e6b-94c6-9d4de6914645,2020-01-15T10:01:20,,30,,0.75,Aweil,Aweil,,,Aweil,Aweil,,,,
